U	'\\n\\s*$'	12,143,188,213,287,602,1054,1087,1094,1509,1583
U	'[A-Za-z]+'	12,412,518,759,787,852,961,1087,1221,1511,1580
U	'\\/\\/.*$'	0,75,119,768,785,825,1007,1015,1032,1054,1301
U	'\\s*;\\s*'	12,64,412,456,759,852,961,1221,1247,1511,1571
U	'\\n\\s*//'	21,82,89,147,181,1004,1074,1075,1184,1426,1495
Uc	'\\$if\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'\\(\\d+ ms'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'/\\*.*\\*/'	0,75,119,534,785,1007,1015,1032,1054,1301,1466
Ul	'/ParamTest'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uc	'\\$for\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uc	'\\$var\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'\\]\\]\\n?'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'\\[\\[\\n?'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'\\n\\r?\\n$'	147,173,181,201,295,369,959,1025,1177,1276,1496
Uc	'\\$elif\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uc	'\\$else\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'^[a-z0-9]+$'	873,927,1003,1213,1269,1371,1449,1469,1498,1580,1592
Uc	'unsigned int'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Up	'\\$\\(\\$\\)'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uc	'\\$range\\s+'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'[_A-Za-z]\\w*'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uv	'[^A-Za-z0-9_]'	308,322,389,467,498,505,534,619,743,1216,1466
U	'   \\.\\.\\.+:'	538,642,747,776,971,975,1000,1203,1288,1495,1621
U	'\\d+ tests?\\.'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'.*?(?=$|\\$\\$)'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U=	'md5=([a-f0-9]+)'	251,422,662,800,1033,1104,1188,1263,1290,1517,1634
U	'(.*  )(\\w+)\\n'	12,412,549,759,852,961,1054,1087,1221,1511,1580
U	'\\{\\{.*?\\}\\}'	113,147,153,181,251,305,498,1087,1267,1505,1555
U	'^\\r?\\n\\r?\\n'	147,173,181,201,295,369,959,1025,1177,1276,1496
U	'\\$[_A-Za-z]\\w*'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'^\\d+(\\.\\d+)?$'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ul	'\\d+ FAILED TESTS'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Up	'([\\\\"/]|[^\\ -~])'	41,82,89,101,200,560,1004,1074,1075,1300,1495
Uf	'(\\w+(?:\\.c)?|\\W+)'	12,412,549,759,852,961,1054,1087,1221,1511,1580
Up	'^.*[/\\\\](.*:)\\d+\\n'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ue	'\\d+ tests?, listed below'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ub	'^([^\\[\\]]+)(\\[.*\\])?$'	0,75,119,768,785,825,1007,1015,1032,1054,1301
Ue	'\\nStack trace:\\n(.|\\n)*'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ue	'Stack trace:(.|\\n)*?\\n\\n'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ue	'\\d+ tests? from ([a-zA-Z_])'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Uw	'^(?P<proto>unix):(?P<path>.*)$'	100,190,200,619,658,950,1247,1399,1403,1485,1570
Un	'([0-9]+)\\.([0-9]+)\\.([0-9]+)'	308,322,389,467,505,534,743,1216,1244,1466,1539
Uc	'^\\s*#\\s*include\\s*"(src/.+)"'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ue	'\\d+ tests? from \\d+ test cases?'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'(Out\\[[0-9]+\\]: )|(   \\.\\.\\.+:)'	538,642,747,776,971,975,1000,1203,1288,1495,1621
U	'(In \\[[0-9]+\\]: )|(   \\.\\.\\.+:)'	538,642,747,776,971,975,1000,1203,1288,1495,1621
U=	'encoding\\s*=\\s*[\'"]([^"\']+)["\']'	12,73,287,412,602,759,852,961,1221,1509,1511
U	'^\\[\\s*RUN\\s*\\].*\\.(\\w+(/\\w+)?)'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
Ux	'<meta.*?charset=["\\\']*(.+?)["\\\'>]'	619,869,927,1263,1292,1399,1439,1469,1535,1580,1594
Up	'.*[/\\\\](.+)(\\:\\d+|\\(\\d+\\))\\: '	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'^@@ -(\\d+),?(\\d*) \\+(\\d+),?(\\d*) @@$'	147,173,181,201,295,369,959,1025,1177,1276,1496
U=	'^const\\s+([a-zA-Z0-9_]+)\\s*=\\s*([^;]*);$'	306,322,464,467,505,534,883,1007,1300,1404,1466
U	'^\\[\\-+\\] \\d+ tests? from (\\w+(/\\w+)?)'	416,592,852,896,994,1007,1301,1403,1511,1560,1598
U	'([-_a-zA-Z0-9]+)(\\s*.*?)(?=,\\s+(?:/|-|--)|$)'	95,302,849,878,1004,1012,1086,1158,1495,1525,1578
Uw	'(.*  )(\\w+)(( &lt;cycle.*&gt;)? \\[\\d+\\])\\n'	12,412,549,759,852,961,1054,1087,1221,1511,1580
Uw	'^(?P<proto>inet):(?P<host>[^:]+)(:(?P<port>[0-9]+))?$'	100,190,200,619,658,950,1247,1399,1403,1485,1570
U=	'^macro\\s+([a-zA-Z0-9_]+)\\s*\\(([^)]*)\\)\\s*=\\s*([^;]*);$'	306,322,464,467,505,534,883,1007,1300,1404,1466
U=	'^python\\s+macro\\s+([a-zA-Z0-9_]+)\\s*\\(([^)]*)\\)\\s*=\\s*([^;]*);$'	306,322,464,467,505,534,883,1007,1300,1404,1466
Up	'[.-]'	12,412,560,759,852,961,1087,1221,1511,1580
Uv	'[a-z]'	394,602,642,776,1000,1054,1203,1299,1302,1340
Up	'\\s*#'	171,206,441,628,919,1007,1184,1204,1249,1381
U	'-(?=-)'	46,147,162,181,251,619,971,1087,1267,1470
Uu	'(?i)%2F'	36,55,96,113,433,454,1003,1269,1498,1544
Up	'\\s*#.*'	306,322,467,505,534,896,1007,1015,1032,1466
Up	'//.*\\n'	306,322,464,467,505,534,1007,1300,1404,1466
Us	'\\s+\\n+'	306,322,464,467,505,534,1007,1300,1404,1466
Us	'[\\n\\r]'	305,445,1025,1225,1322,1326,1505,1630,1632,1639
Uv	'[^A-Z0-9_]'	294,308,322,389,467,505,534,743,1216,1466
Us	'\\n\\s+\\n'	236,247,552,606,919,1007,1223,1247,1395,1420
Uav	'^/[-\\w/]+$'	13,24,25,26,28,35,72,147,181,472
Ub	'\\((.*?)\\)'	147,181,278,296,320,432,819,1147,1366,1557
Uv	'[^a-zA-Z0-9]+'	803,849,878,1012,1086,1158,1170,1495,1580,1634
Ub	'\\[([^]]+)\\]'	306,322,464,467,505,534,782,1300,1404,1466
Us	'(\r\n|\r|\n)$'	12,287,412,602,759,852,961,1221,1509,1511
Uc	'\\beval\\s*\\('	306,322,464,467,505,534,1007,1300,1404,1466
Up	'^([^:]*):(.*)$'	12,287,412,602,759,852,961,1221,1509,1511
Ul	'\\bwith\\s*\\('	306,322,464,467,505,534,1007,1300,1404,1466
Up	'^\\s*[^#\\s].*'	220,927,959,1122,1263,1276,1290,1469,1580,1594
Up	'(^|[^\\\\])\\.'	12,287,412,602,759,852,961,1221,1509,1511
Ux	'<url>(.*)</url>'	1104,1257,1263,1290,1386,1415,1536,1580,1594,1634
U=	'\\$Port([^=]|$)'	12,412,759,774,852,961,1087,1221,1511,1580
Uav	'^[a-zA-Z0-9_-]+$'	225,256,689,757,783,1007,1015,1032,1143,1328
Uq	'^//([^/?]*)(.*)$'	12,287,510,602,774,1054,1087,1495,1509,1580
Un	'[0-9]+(\\.[0-9]+)+'	308,322,389,467,505,533,534,743,1216,1466
U=	'^\\$Version="?1"?;'	12,412,759,774,852,961,1087,1221,1511,1580
Uu	'0x([0-9a-fA-F]+)L?'	12,412,759,852,961,1054,1087,1221,1511,1580
U=	'\\s*revision="(\\d+)"'	1104,1257,1263,1290,1386,1415,1536,1580,1594,1634
Ug	'-py([123]\\.?[0-9]?)$'	1104,1257,1263,1290,1386,1415,1536,1580,1594,1634
Uw	'/usr/local/bin/python'	12,412,759,852,961,1054,1087,1221,1511,1580
Ui	'^[a-z0-9][-+.a-z0-9]*:'	220,927,959,1122,1263,1276,1290,1469,1580,1594
Uu	'[`\x00- \x7f-\xa0\\s]+'	220,927,959,1122,1263,1276,1290,1469,1580,1594
Us	'(?:\\r\\n|\\r|\\n){2,}'	585,992,1104,1257,1349,1386,1415,1469,1536,1580
Ui	'[_a-zA-z][_a-zA-Z0-9]*$'	12,412,498,759,852,961,1087,1221,1511,1580
Ub	"'(\\\\.[^\\\\]*|[^\\\\])'"	12,412,759,852,961,1054,1087,1221,1511,1580
Uw	'^#! */usr/local/bin/python'	12,412,759,852,961,1054,1087,1221,1511,1580
Uq	'/\\*([^*]+|\\*+[^/])*(\\*+/)?'	12,412,759,852,961,1054,1087,1221,1511,1580
Uw	'url\\s*\\(\\s*[^#\\s][^)]+?\\)'	220,927,959,1122,1263,1276,1290,1469,1580,1594
U=	'name="([^"]+)" value="([^"]+)"'	302,849,878,884,1004,1012,1086,1158,1495,1634
Ui	'[^A-Za-z0-9]Q_OBJECT[^A-Za-z0-9]'	308,322,389,467,505,534,743,1216,1466,1587
Uc	'#define ([A-Z][A-Za-z0-9_]+) (.*)\n'	12,287,602,1054,1087,1263,1290,1509,1580,1594
Uc	'/[*] #undef ([A-Z][A-Za-z0-9_]+) [*]/\n'	12,287,602,1054,1087,1263,1290,1509,1580,1594
U=	'Shipping="?FedEx"?;\\s*\\$Path="\\/acme"'	12,412,759,774,852,961,1087,1221,1511,1580
Ul	'Riding_Rocket_0023.*Rocket_Launcher_0001'	12,412,759,774,852,961,1087,1221,1511,1580
Ul	'(?:([\\w ]+) ([\\w.]+) .*Version ([\\d.]+))'	12,287,412,602,759,852,961,1221,1509,1511
Un	'^\\d{4}-\\d\\d-\\d\\d \\d\\d:\\d\\d:\\d\\dZ$'	12,412,759,774,852,961,1087,1221,1511,1580
Uc	'^[\t ]*#[\t ]*include[\t ]+<([a-zA-Z0-9_/\\.]+)'	12,412,759,852,961,1054,1087,1221,1511,1580
Uc	'^[\t ]*#[\t ]*define[\t ]+([a-zA-Z0-9_]+)[\t ]+'	12,412,759,852,961,1054,1087,1221,1511,1580
U=	'Customer="?WILE_E_COYOTE"?;\\s*\\$Path="\\/acme"'	12,412,759,774,852,961,1087,1221,1511,1580
Uc	'^[ \t]*(def|class)[ \t]+([a-zA-Z0-9_]+)[ \t]*[:\\(]'	12,412,759,852,961,1054,1087,1221,1511,1580
U	'(\\s+|(?<=[\\w\\!\\"\\\'\\&\\.\\,\\?])-{2,}(?=\\w))'	308,322,467,505,534,636,743,1125,1216,1466
Ux	'<!ENTITY +(\\w+) +CDATA +"([^"]+)" +-- +((?:.|\n)+?) *-->'	12,412,759,852,961,1054,1087,1221,1511,1580
U=	'Part_Number="?Rocket_Launcher_0001"?;\\s*\\$Path="\\/acme"'	12,412,759,774,852,961,1087,1221,1511,1580
Uc	'^[ \\t]*(def|class)[ \\t]+([a-zA-Z_][a-zA-Z0-9_]*)[ \\t]*[:\\(]'	12,412,759,852,961,1054,1087,1221,1511,1580
U=	'^\\$Version="?1"?; Customer="?WILE_E_COYOTE"?; \\$Path="/acme"$'	12,412,759,774,852,961,1087,1221,1511,1580
U=	'PART_NUMBER=RIDING_ROCKET_0023;\\s*PART_NUMBER=ROCKET_LAUNCHER_0001'	12,412,759,774,852,961,1087,1221,1511,1580
Uc	'^[\t ]*#[\t ]*define[\t ]+([a-zA-Z0-9_]+)\\(([_a-zA-Z][_a-zA-Z0-9]*)\\)[\t ]+'	12,412,759,852,961,1054,1087,1221,1511,1580
Uap	'^/'	113,433,460,927,1003,1021,1025,1202,1468
Up	'\\)'	322,339,467,505,534,1008,1076,1248,1466
Up	'\\('	322,339,467,505,534,1008,1076,1248,1466
Ub	"'.'"	322,416,467,505,534,1199,1300,1404,1466
Uv	'(.)'	12,412,757,759,852,961,1087,1221,1511
Up	'{|}'	412,757,759,852,961,1087,1179,1221,1511
Up	'\\['	322,467,505,534,557,767,1025,1076,1466
Up	'\\*/'	306,322,464,467,505,534,1007,1404,1466
Uap	'^<>$'	12,412,759,852,961,1054,1087,1221,1511
Ul	'Xorg'	12,412,759,852,961,1054,1087,1221,1511
Uw	'HTML'	12,412,759,852,961,1054,1087,1221,1511
Uas	'\\n$'	305,492,1025,1179,1322,1326,1364,1502,1505
Uc	'var '	306,322,464,467,505,534,1007,1404,1466
Ub	"'.*'$"	306,322,464,467,505,534,1007,1404,1466
Us	' {2,}'	162,210,251,253,305,619,1087,1267,1505
Ub	'/.+/$'	306,322,464,467,505,534,1007,1404,1466
Un	':\\d+$'	12,225,287,510,602,774,1054,1087,1509
Up	'[@{} ]'	12,412,759,852,961,1054,1087,1221,1511
Up	'["\'/]'	306,322,464,467,505,534,1007,1404,1466
Uv	'(\\W+)'	12,251,412,759,852,961,1087,1221,1511
Ub	'"[^"]*"'	322,416,467,505,534,1199,1300,1404,1466
Us	'[ \\t]+'	55,261,305,908,1505,1630,1632,1638,1639
Us	'^(\\s+)'	305,407,602,747,1025,1322,1326,1469,1505
Up	'\\$[()]'	308,322,389,467,505,534,743,1216,1466
Uv	'\\\\.|.'	302,849,878,1012,1086,1158,1495,1580,1634
Ul	'Websafe'	12,412,759,852,961,1054,1087,1221,1511
Up	'({)|(})'	12,412,759,852,961,1054,1087,1221,1511
U	'@[a-z]+'	12,412,759,852,961,1054,1087,1221,1511
Ub	'<[^>]+>'	64,429,539,1004,1074,1075,1087,1495,1555
Un	'^-?\\d+$'	43,82,89,90,901,1004,1074,1075,1495
Uv	'^[^-_.]+'	322,416,467,505,534,1199,1300,1404,1466
Uc	'cc_(.*)$'	308,322,389,467,505,534,743,1216,1466
Ui	'v[0-9]+.*'	308,322,389,467,505,534,743,1216,1466
Ul	'lightlink'	12,412,759,852,961,1054,1087,1221,1511
Up	'(\\033|~{)'	305,619,927,1292,1399,1431,1439,1469,1505
Up	'[\n@{}&<>]'	12,412,759,852,961,1054,1087,1221,1511
Un	'([0-9.]+)$'	308,322,389,467,505,534,743,1216,1466
Ul	'XConsortium'	12,412,759,852,961,1054,1087,1221,1511
Up	'(.*)\\|(.*)'	308,322,389,467,505,534,743,1216,1466
Uh	'[Hh][123456]'	236,247,552,606,919,1007,1223,1395,1420
Uq	'@code{(.*?)}'	12,412,759,852,961,1054,1087,1221,1511
Ui	'^(@[a-z]+)?{'	12,412,759,852,961,1054,1087,1221,1511
Uf	'_flymake\\.h$'	322,416,467,505,534,1199,1300,1404,1466
Uu	'[\\x80-\\xFF]'	305,619,927,1292,1399,1431,1439,1469,1505
Ui	'\\\\[A-Za-z]+'	12,412,759,852,961,1054,1087,1221,1511
Uu	'[\\000-\\037]'	12,287,425,602,1050,1054,1087,1509,1580
Up	'\\w+(\\.\\w+)*'	662,1033,1087,1257,1415,1536,1580,1594,1634
Up	'\\/([A-Za-z]+)'	12,412,759,852,961,1054,1087,1221,1511
Ub	'\\$<\\d+>[/*]?'	76,737,757,1087,1205,1243,1244,1246,1540
Ui	'[_a-zA-Z]\\w*$'	308,322,389,467,505,534,743,1216,1466
Uc	'init\\((.*)\\):'	12,101,412,759,852,961,1087,1221,1511
Uc	'/\\.(?![^.]*$)/'	45,59,151,164,238,371,1345,1507,1516
Uu	'([\\x00-\\x7F])+'	305,619,927,1292,1399,1431,1439,1469,1505
Ui	'(.)([A-Z][a-z]+)'	218,296,819,1092,1183,1426,1506,1510,1555
Up	'(\\w+(?::\\w+)?)'	12,412,759,852,961,1087,1221,1511,1580
Ul	'\\\\line([iv]+){'	12,412,759,852,961,1054,1087,1221,1511
Ui	'([a-z0-9])([A-Z])'	218,296,819,1092,1183,1426,1506,1510,1555
U	'(?<=\\S)\n(?=\\S)'	322,467,505,534,1211,1223,1420,1466,1495
Un	'(\\d+\\.\\d+)(.*)'	308,322,389,467,505,534,743,1216,1466
Up	'[\\t ]+(?![^{]*})'	308,322,389,467,505,534,743,1216,1466
Uv	'([a-zA-Z0-9_$%]+)'	306,322,464,467,505,534,1007,1404,1466
Uv	'[a-zA-Z0-9_-]{6}$'	12,412,759,852,961,1087,1221,1511,1580
Ub	'<([^<\\s]+?)\\s*/>'	147,181,190,220,325,582,622,915,1597
U=	'\\bexpires=([^;]+)'	337,801,1104,1112,1257,1386,1415,1536,1580
Ug	'-py([123]\\.[0-9])$'	251,422,662,800,1033,1188,1263,1290,1517
Up	'(\\s)@\\s*([^\\s]+)'	308,322,389,467,505,534,743,1216,1466
Ui	'^@([a-z]+)([ \t]|$)'	12,412,759,852,961,1054,1087,1221,1511
Ul	'^Remaining objects:$'	12,412,759,852,961,1054,1087,1221,1511
U=	'^([a-zA-Z0-9_]+)=(.*)'	12,412,759,852,961,1087,1221,1511,1580
U	'\\s*([^: ]*)\\s*:(.*)'	306,322,464,467,505,534,1300,1404,1466
Uc	'#include +"[^/]+\\.h"'	322,416,467,505,534,1199,1300,1404,1466
Um	'Version:.*-r(\\d+)\\s*$'	662,1033,1087,1257,1415,1536,1580,1594,1634
U=	'^egg=([-A-Za-z0-9_.]+)$'	662,1033,1087,1257,1415,1536,1580,1594,1634
U	'^([A-Z]+)([1-9][0-9]*)$'	12,412,759,852,961,1087,1221,1511,1580
U	'[a-zA-Z_][a-zA-Z0-9_]*$'	422,538,557,747,1223,1288,1420,1517,1580
U=	'^def\\s*(\\w+)\\s*=(.*)$'	306,322,464,467,505,534,1300,1404,1466
U	'^\\s*\\*\\w+(\\+\\+|--);'	322,416,467,505,534,1199,1300,1404,1466
Ux	'\\\\document(style|class)'	308,322,389,467,505,534,743,1216,1466
U	'\\((\\S+).py, line (\\d+)'	12,412,759,852,961,1087,1221,1511,1580
U	'^[a-zA-Z][a-zA-Z0-9\\-_]*$'	12,287,425,602,1050,1054,1087,1509,1580
U	'^\\d{4}-\\d{1,2}-\\d{1,2}$'	302,323,355,422,866,1004,1184,1495,1517
U=	'\\s*(t_[a-zA-Z_0-9]*)\\s*='	225,256,635,689,1007,1015,1032,1143,1543
U	'LINE (\\d+) OF FILE (\\d+)'	12,412,759,852,961,1087,1221,1511,1580
U	'(\\b[A-za-z]+\\b) \\b\\1\\b'	12,412,759,852,961,1054,1087,1221,1511
U=	'^([a-zA-Z0-9_]+)[ \t]*=(.*)'	12,412,759,852,961,1087,1221,1511,1580
Ux	'<include.*?>(.*?)</include>'	308,322,389,467,505,534,743,1216,1466
Uu	'(?P<hexrgb>#[0-9a-fA-F]{6})'	12,412,759,852,961,1054,1087,1221,1511
U	'Out\\[(\\d+)\\]:\\s?(.*)\\s*'	538,642,747,776,971,1000,1203,1288,1580
U	'In \\[(\\d+)\\]:\\s?(.*)\\s*'	538,642,747,776,971,1000,1203,1288,1580
Um	'^Remaining object addresses:$'	12,412,759,852,961,1054,1087,1221,1511
Uc	'#define\\s+ETS_VER\\s+([0-9]+)'	308,322,389,467,505,534,743,1216,1466
Uc	'(import|from)\\s+markupsafe\\b'	251,252,1087,1104,1257,1386,1469,1495,1536
Uc	'\\\\end{(?:long)?table([iv]+)}'	12,412,759,852,961,1054,1087,1221,1511
Uc	'\\s*def\\s+(t_[a-zA-Z_0-9]*)\\('	225,256,635,689,1007,1015,1032,1143,1543
Uc	'^_imp__(.*) in python\\d+\\.dll'	12,412,759,852,961,1087,1221,1511,1580
Uc	'\\s*def\\s+(p_[a-zA-Z_0-9]*)\\('	225,256,689,757,1007,1015,1032,1143,1543
U	'(function\\b[^(]*)\\((.*)\\)\\{$'	306,322,464,467,505,534,1007,1404,1466
U	'([a-zA-Z\\d]+) \\[(\\d+)\\] (.*)'	12,412,759,852,961,1054,1087,1221,1511
Uc	'\\\\begin{(?:long)?table([iv]+)}'	12,412,759,852,961,1054,1087,1221,1511
Uh	'<title>([^- ]+ - )?Revision \\d+:'	662,1033,1087,1257,1415,1536,1580,1594,1634
Uc	'(\\\\*)(\\(\\?P<[^>]*>|\\((?!\\?))'	317,559,921,1047,1095,1234,1277,1580,1592
Uu	'[\\x00-\\x08\\x0b\\x0c\\x0e-\\x1f]'	322,467,505,534,1211,1223,1420,1466,1495
Uc	'#define\\WDB_VERSION_MINOR\\W(\\d+)'	12,412,759,852,961,1087,1221,1511,1580
Uc	'#define\\WDB_VERSION_MAJOR\\W(\\d+)'	12,412,759,852,961,1087,1221,1511,1580
U	'^\\s*prefix\\s+([\\w\\_\\.\\-\\/]+)$'	306,322,464,467,505,534,1300,1404,1466
U	'^\\$([_a-zA-Z]\\w*|{[_a-zA-Z]\\w*})$'	308,322,389,467,505,534,743,1216,1466
U	'\\$\\([^\\$]*(\\$[^\\)][^\\$]*)*\\$\\)'	308,322,389,467,505,534,743,1216,1466
U	'(?:definitely|indirectly|possibly) lost: '	306,322,464,467,505,534,1300,1404,1466
Uc	'\\\\(begin|end){([_a-zA-Z]+)}|([()\\[\\]])'	12,412,759,852,961,1054,1087,1221,1511
Uc	'^\\s*#\\s*include\\s*([<"])([^>"]*)[>"].*$'	322,416,467,505,534,1199,1300,1404,1466
Uu	'\\\\([abfnrtv?"\\\\\\\']|\\d+|x[0-9a-fA-F]+)'	322,416,467,505,534,1199,1300,1404,1466
Ui	'(?P<name>\\S+)\\s+(?P<hexrgb>#[0-9a-fA-F]{6})'	12,412,759,852,961,1054,1087,1221,1511
Ui	'(?P<name>(.+))\\s+(?P<hexrgb>#[0-9a-fA-F]{6})'	12,412,759,852,961,1054,1087,1221,1511
Uc	'(^|\\n)(?P<level>#{1,6})(?P<header>.*?)#*(\\n|$)'	236,247,552,606,919,1007,1223,1395,1420
U	'^([A-Z]+)([1-9][0-9]*)(?::([A-Z]+)([1-9][0-9]*))?$'	12,412,759,852,961,1087,1221,1511,1580
Ui	'^\\s*(?P<kw>[a-z]+)(\\s+(?P<id>[a-zA-Z_]\\w*))?[^\\w]'	12,412,759,852,961,1054,1087,1221,1511
U	'^\\* ([^:]*):(:|[ \t]*([^\t,\n.]+)([^ \t\n]*))[ \t\n]*'	12,412,759,852,961,1054,1087,1221,1511
Uc	'\\\\(ABC|ASCII|C|Cpp|EOF|infinity|NULL|plusminus|POSIX|UNIX)\\s'	12,412,759,852,961,1054,1087,1221,1511
Uc	'^\\s*#?\\s*end\\s+(?P<kw>[a-z]+)(\\s+(?P<id>[a-zA-Z_]\\w*))?[^\\w]'	12,412,759,852,961,1054,1087,1221,1511
Un	'\\s*(?P<red>\\d+)\\s+(?P<green>\\d+)\\s+(?P<blue>\\d+)\\s+(?P<name>.*)'	12,412,759,852,961,1054,1087,1221,1511
U	'^(.+?):(\\d+): DeprecationWarning: classic (int|long|float|complex) division$'	12,412,759,852,961,1054,1087,1221,1511
U	'((?:0x[0-9a-fA-F]+\\+?)+)\\s+((?:(?:0x[0-9a-fA-Z]+|<[A-Za-z]+>)\\+?)*)\\s*(#.+)?'	12,412,759,852,961,1087,1221,1511,1580
Uw	'^(?P<w>\\d\\d?\\d?)\\.(?P<x>\\d\\d?\\d?)\\.(?P<y>\\d\\d?\\d?)\\.(?P<z>\\d\\d?\\d?)$'	302,323,355,422,866,1004,1184,1495,1517
Uh	'<a href="([^"#]+)">([^<]+)</a>\n\\s+\\(<a (?:title="MD5 hash"\n\\s+)href="[^?]+\\?:action=show_md5&amp;digest=([0-9a-f]{32})">md5</a>\\)'	662,1033,1087,1257,1415,1536,1580,1594,1634
Ur	'.+'	220,454,666,707,927,1003,1247,1580
Ur	'x+'	12,412,759,852,961,1087,1221,1511
Ur	'x*'	12,412,759,852,961,1087,1221,1511
Ur	'b+'	12,412,759,852,961,1087,1221,1511
Ur	'b*'	12,412,759,852,961,1087,1221,1511
Ur	'a+'	12,412,759,852,961,1087,1221,1511
Ur	'a*'	12,412,759,852,961,1087,1221,1511
Ur	':+'	12,412,759,852,961,1087,1221,1511
Ur	':*'	12,412,759,852,961,1087,1221,1511
Ur	'\\*'	232,339,1076,1094,1248,1488,1522,1540
Uo	'(a)'	12,412,759,852,961,1087,1221,1511
Up	'(:)'	12,412,759,852,961,1087,1221,1511
Up	'___'	306,322,467,505,534,896,1007,1466
Un	'\\d'	383,560,602,609,747,866,919,1007
U	'0*$'	12,287,602,1054,1068,1087,1509,1580
U	'\\.$'	225,813,927,1263,1290,1488,1580,1594
U	'(:+)'	12,412,759,852,961,1087,1221,1511
U	'(:*)'	12,412,759,852,961,1087,1221,1511
Ur	'(:)*'	12,412,759,852,961,1087,1221,1511
Uv	'\\w*'	119,813,927,1003,1007,1015,1032,1580
Ur	'\\.+'	82,89,251,374,972,1004,1075,1087
U	'ab+c'	12,412,759,852,961,1087,1221,1511
U	'^cat '	306,322,467,505,534,896,1007,1466
Ul	'wuzzy'	12,412,759,852,961,1087,1221,1511
U	'-{2,}'	992,1104,1257,1386,1415,1469,1536,1580
U	'[ ,]+'	200,552,606,819,1223,1247,1420,1469
U	'^x{}$'	12,412,759,852,961,1087,1221,1511
Us	'(\\s)'	12,412,759,852,943,1087,1221,1511
U	'/*(.*)'	308,322,467,505,534,743,1216,1466
U	'(?i)b+'	12,412,759,852,961,1087,1221,1511
U	'[0-9]*'	119,813,861,927,1003,1007,1015,1032
U	'^x{3}$'	12,412,759,852,961,1087,1221,1511
U	'^x{1}$'	12,412,759,852,961,1087,1221,1511
U	'"(.*)"'	106,126,557,837,1223,1347,1420,1495
U	'(?::*)'	12,412,759,852,961,1087,1221,1511
U	'\n\\s+'	412,759,852,961,1221,1248,1511,1539
U	'(:)(:*)'	12,412,759,852,961,1087,1221,1511
Uo	'(a|(b))'	12,412,759,852,961,1087,1221,1511
U	'[ \\t]*'	55,412,759,852,908,961,1221,1511
U	'^x{3}?$'	12,412,759,852,961,1087,1221,1511
U	'^x{1}?$'	12,412,759,852,961,1087,1221,1511
U	'([b:]+)'	12,412,759,852,961,1087,1221,1511
U	'$(\\w+)'	306,322,464,467,505,534,1404,1466
Uo	'[\\-\\s]'	302,849,878,1012,1086,1158,1495,1634
U	'^x{1,4}$'	12,412,759,852,961,1087,1221,1511
U	'^x{1,3}$'	12,412,759,852,961,1087,1221,1511
U	'^x{1,2}$'	12,412,759,852,961,1087,1221,1511
U	'^\\s*@?#'	113,147,181,251,498,1087,1267,1555
U	'(b)|(:+)'	12,412,759,852,961,1087,1221,1511
Ux	'<dl><dd>'	12,412,759,852,961,1221,1511,1580
U	'[-./\\s]'	322,416,467,505,534,1300,1404,1466
U	'^\\?(.*)'	306,322,464,467,505,534,1300,1466
Up	'(?P<a>x)'	12,412,759,852,961,1087,1221,1511
U\	'[/\\\\ ]'	113,147,181,251,498,1087,1267,1555
U	'^\\d{5}$'	302,849,878,1012,1086,1158,1495,1634
U	'0{6,}\\d'	302,849,878,1004,1012,1086,1158,1495
Uu	'(\x1b|~{)'	459,927,1263,1292,1469,1535,1580,1594
U	'^[0-9.]+$'	46,147,162,181,251,619,1087,1267
U	'^x{1,4}?$'	12,412,759,852,961,1087,1221,1511
U	'^x{1,3}?$'	12,412,759,852,961,1087,1221,1511
U	'^x{1,2}?$'	12,412,759,852,961,1087,1221,1511
Ub	'</(\\w+)>'	220,454,666,707,927,992,1003,1247
U	'[\\s\\-]+'	302,849,878,1012,1086,1158,1495,1634
